UserID,RecommendationRank,CourseID,CourseName,CourseCategory,CourseType,CourseLevel,CourseRating,Score
U00008,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00009,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00009,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,9.044
U00009,3,CR00008,Photoshop Mastery,Design,Free,Advanced,1.52,8.608
U00009,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00009,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00010,1,CR00050,Computer Vision,Artificial Intelligence,Paid,Beginner,4.55,8.82
U00010,2,CR00046,AI for Beginners,Artificial Intelligence,Paid,Beginner,1.2,7.48
U00010,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00010,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00010,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00011,1,CR00024,Big Data Analytics,Data Science,Paid,Advanced,2.57,8.028
U00011,2,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,6.46
U00011,3,CR00021,Data Analysis with Python,Data Science,Free,Intermediate,3.6,6.4399999999999995
U00011,4,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00011,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00012,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00012,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,9.044
U00012,3,CR00006,Graphic Design Basics,Design,Paid,Advanced,2.72,8.088000000000001
U00012,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00012,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00013,1,CR00027,Neural Networks,Machine Learning,Free,Advanced,1.81,8.724
U00013,2,CR00028,Deep Learning,Machine Learning,Paid,Advanced,3.89,8.556000000000001
U00013,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00013,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00013,5,CR00014,Sales Mastery,Business,Free,Advanced,3.15,5.26
U00014,1,CR00028,Deep Learning,Machine Learning,Paid,Advanced,3.89,8.556000000000001
U00014,2,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,6.892
U00014,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00014,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00014,5,CR00030,Reinforcement Learning,Machine Learning,Free,Intermediate,1.73,5.692
U00015,1,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,9.456
U00015,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00015,3,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00015,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00015,5,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,5.656
U00016,1,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,9.192
U00016,2,CR00018,Social Media Marketing,Marketing,Free,Advanced,2.01,8.804
U00016,3,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,6.888
U00016,4,CR00020,Email Marketing,Marketing,Free,Intermediate,4.11,6.644
U00016,5,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00017,1,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,9.456
U00017,2,CR00046,AI for Beginners,Artificial Intelligence,Paid,Beginner,1.2,7.48
U00017,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00017,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00017,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00018,1,CR00050,Computer Vision,Artificial Intelligence,Paid,Beginner,4.55,8.82
U00018,2,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00018,3,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00018,4,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00018,5,CR00003,C++ for Beginners,Programming,Free,Beginner,3.85,5.54
U00019,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,6.78
U00019,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,6.0440000000000005
U00019,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00019,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00019,5,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00020,1,CR00003,C++ for Beginners,Programming,Free,Beginner,3.85,9.54
U00020,2,CR00001,Python Basics,Programming,Paid,Beginner,4.74,8.896
U00020,3,CR00005,Full Stack Development,Programming,Free,Beginner,1.28,8.512
U00020,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00020,5,CR00002,Java Programming,Programming,Free,Intermediate,2.43,5.972
U00021,1,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00021,2,CR00033,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,3.93,6.572
U00021,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00021,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00021,5,CR00031,Network Security,Cybersecurity,Free,Intermediate,1.91,5.764
U00022,1,CR00040,Leadership in Projects,Project Management,Paid,Beginner,1.51,7.604
U00022,2,CR00037,Scrum Essentials,Project Management,Free,Intermediate,3.45,6.38
U00022,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00022,4,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,5.936
U00022,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00023,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,6.78
U00023,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,6.0440000000000005
U00023,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00023,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00023,5,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00024,1,CR00031,Network Security,Cybersecurity,Free,Intermediate,1.91,8.764
U00024,2,CR00034,Data Encryption,Cybersecurity,Paid,Intermediate,1.35,7.54
U00024,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00024,4,CR00032,Ethical Hacking,Cybersecurity,Free,Advanced,2.38,5.952
U00024,5,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00025,1,CR00045,Financial Modeling,Finance,Free,Advanced,1.59,8.636
U00025,2,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,6.656
U00025,3,CR00042,Investment Strategies,Finance,Free,Intermediate,4.1,6.64
U00025,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00025,5,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00026,1,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,9.872
U00026,2,CR00037,Scrum Essentials,Project Management,Free,Intermediate,3.45,6.38
U00026,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00026,4,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,5.936
U00026,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00027,1,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00027,2,CR00033,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,3.93,6.572
U00027,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00027,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00027,5,CR00031,Network Security,Cybersecurity,Free,Intermediate,1.91,5.764
U00028,1,CR00041,Financial Accounting,Finance,Paid,Beginner,2.47,7.988
U00028,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00028,3,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00028,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00028,5,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00029,1,CR00014,Sales Mastery,Business,Free,Advanced,3.15,6.26
U00029,2,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00029,3,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00029,4,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00029,5,CR00013,Finance for Startups,Business,Free,Advanced,2.0,5.8
U00030,1,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,8.936
U00030,2,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,6.872
U00030,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00030,4,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00030,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00031,1,CR00054,Backend Development with Node.js,Web Development,Free,Beginner,3.32,9.328
U00031,2,CR00053,React for Beginners,Web Development,Free,Advanced,2.67,6.068
U00031,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00031,4,CR00055,Full-Stack Web Development,Web Development,Paid,Advanced,4.74,5.896
U00031,5,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00032,1,CR00014,Sales Mastery,Business,Free,Advanced,3.15,6.26
U00032,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00032,3,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00032,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00032,5,CR00013,Finance for Startups,Business,Free,Advanced,2.0,5.8
U00033,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00033,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,9.044
U00033,3,CR00008,Photoshop Mastery,Design,Free,Advanced,1.52,8.608
U00033,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00033,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00034,1,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,9.456
U00034,2,CR00050,Computer Vision,Artificial Intelligence,Paid,Beginner,4.55,8.82
U00034,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00034,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00034,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00035,1,CR00027,Neural Networks,Machine Learning,Free,Advanced,1.81,8.724
U00035,2,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,6.892
U00035,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00035,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00035,5,CR00030,Reinforcement Learning,Machine Learning,Free,Intermediate,1.73,5.692
U00036,1,CR00004,Advanced Python,Programming,Free,Beginner,2.88,9.152
U00036,2,CR00001,Python Basics,Programming,Paid,Beginner,4.74,8.896
U00036,3,CR00005,Full Stack Development,Programming,Free,Beginner,1.28,8.512
U00036,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00036,5,CR00002,Java Programming,Programming,Free,Intermediate,2.43,5.972
U00037,1,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00037,2,CR00033,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,3.93,6.572
U00037,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00037,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00037,5,CR00031,Network Security,Cybersecurity,Free,Intermediate,1.91,5.764
U00038,1,CR00031,Network Security,Cybersecurity,Free,Intermediate,1.91,8.764
U00038,2,CR00034,Data Encryption,Cybersecurity,Paid,Intermediate,1.35,7.54
U00038,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00038,4,CR00032,Ethical Hacking,Cybersecurity,Free,Advanced,2.38,5.952
U00038,5,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00039,1,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,6.872
U00039,2,CR00037,Scrum Essentials,Project Management,Free,Intermediate,3.45,6.38
U00039,3,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,5.936
U00039,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00039,5,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00040,1,CR00004,Advanced Python,Programming,Free,Beginner,2.88,9.152
U00040,2,CR00001,Python Basics,Programming,Paid,Beginner,4.74,8.896
U00040,3,CR00005,Full Stack Development,Programming,Free,Beginner,1.28,8.512
U00040,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00040,5,CR00002,Java Programming,Programming,Free,Intermediate,2.43,5.972
U00041,1,CR00015,Leadership Essentials,Business,Paid,Beginner,1.96,7.784
U00041,2,CR00014,Sales Mastery,Business,Free,Advanced,3.15,6.26
U00041,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00041,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00041,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00042,1,CR00049,Deep Learning,Artificial Intelligence,Paid,Intermediate,3.11,8.244
U00042,2,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,6.4559999999999995
U00042,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00042,4,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00042,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00043,1,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,9.872
U00043,2,CR00037,Scrum Essentials,Project Management,Free,Intermediate,3.45,6.38
U00043,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00043,4,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,5.936
U00043,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00044,1,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,9.46
U00044,2,CR00021,Data Analysis with Python,Data Science,Free,Intermediate,3.6,6.4399999999999995
U00044,3,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00044,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00044,5,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00045,1,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00045,2,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00045,3,CR00003,C++ for Beginners,Programming,Free,Beginner,3.85,5.54
U00045,4,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,5.4559999999999995
U00045,5,CR00054,Backend Development with Node.js,Web Development,Free,Beginner,3.32,5.327999999999999
U00046,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00046,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,9.044
U00046,3,CR00006,Graphic Design Basics,Design,Paid,Advanced,2.72,8.088000000000001
U00046,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00046,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00047,1,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,9.208
U00047,2,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,6.46
U00047,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00047,4,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00047,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00048,1,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00048,2,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00048,3,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00048,4,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,5.656
U00048,5,CR00008,Photoshop Mastery,Design,Free,Advanced,1.52,5.608
U00049,1,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,8.936
U00049,2,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,6.872
U00049,3,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00049,4,CR00016,Digital Marketing,Marketing,Free,Intermediate,4.72,5.888
U00049,5,CR00059,Affiliate Marketing,Digital Marketing,Free,Intermediate,4.66,5.864
U00050,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00050,2,CR00008,Photoshop Mastery,Design,Free,Advanced,1.52,8.608
U00050,3,CR00006,Graphic Design Basics,Design,Paid,Advanced,2.72,8.088000000000001
U00050,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00050,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00051,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,6.78
U00051,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,6.0440000000000005
U00051,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00051,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00051,5,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00052,1,CR00027,Neural Networks,Machine Learning,Free,Advanced,1.81,8.724
U00052,2,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,6.892
U00052,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00052,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00052,5,CR00030,Reinforcement Learning,Machine Learning,Free,Intermediate,1.73,5.692
U00053,1,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,9.656
U00053,2,CR00042,Investment Strategies,Finance,Free,Intermediate,4.1,6.64
U00053,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00053,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00053,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00054,1,CR00048,AI Ethics,Artificial Intelligence,Free,Beginner,3.64,9.456
U00054,2,CR00046,AI for Beginners,Artificial Intelligence,Paid,Beginner,1.2,7.48
U00054,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00054,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00054,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00055,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00055,2,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00055,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00055,4,CR00053,React for Beginners,Web Development,Free,Advanced,2.67,5.068
U00055,5,CR00032,Ethical Hacking,Cybersecurity,Free,Advanced,2.38,4.952
U00056,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00056,2,CR00008,Photoshop Mastery,Design,Free,Advanced,1.52,8.608
U00056,3,CR00006,Graphic Design Basics,Design,Paid,Advanced,2.72,8.088000000000001
U00056,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00056,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00057,1,CR00014,Sales Mastery,Business,Free,Advanced,3.15,9.26
U00057,2,CR00013,Finance for Startups,Business,Free,Advanced,2.0,8.8
U00057,3,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00057,4,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00057,5,CR00019,Content Marketing,Marketing,Free,Advanced,2.98,5.192
U00058,1,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,6.46
U00058,2,CR00021,Data Analysis with Python,Data Science,Free,Intermediate,3.6,6.4399999999999995
U00058,3,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00058,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00058,5,CR00010,3D Modeling,Design,Free,Advanced,4.45,5.78
U00059,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,6.78
U00059,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,6.0440000000000005
U00059,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00059,4,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00059,5,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00060,1,CR00043,Corporate Finance,Finance,Free,Beginner,4.14,9.656
U00060,2,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00060,3,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00060,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
U00060,5,CR00058,Social Media Strategy,Digital Marketing,Free,Beginner,4.44,5.776
U00061,1,CR00033,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,3.93,9.572
U00061,2,CR00034,Data Encryption,Cybersecurity,Paid,Intermediate,1.35,7.54
U00061,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,6.976
U00061,4,CR00032,Ethical Hacking,Cybersecurity,Free,Advanced,2.38,5.952
U00061,5,CR00026,Intro to Machine Learning,Machine Learning,Free,Intermediate,4.73,5.892
U00062,1,CR00004,Advanced Python,Programming,Free,Beginner,2.88,9.152
U00062,2,CR00001,Python Basics,Programming,Paid,Beginner,4.74,8.896
U00062,3,CR00005,Full Stack Development,Programming,Free,Beginner,1.28,8.512
U00062,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00062,5,CR00002,Java Programming,Programming,Free,Intermediate,2.43,5.972
U00063,1,CR00022,Data Visualization,Data Science,Free,Beginner,3.65,9.46
U00063,2,CR00021,Data Analysis with Python,Data Science,Free,Intermediate,3.6,6.4399999999999995
U00063,3,CR00023,Machine Learning Fundamentals,Data Science,Free,Intermediate,3.02,6.208
U00063,4,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00063,5,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,5.872
U00064,1,CR00010,3D Modeling,Design,Free,Advanced,4.45,9.78
U00064,2,CR00007,UI/UX Design,Design,Free,Advanced,2.61,9.044
U00064,3,CR00008,Photoshop Mastery,Design,Free,Advanced,1.52,8.608
U00064,4,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,6.804
U00064,5,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00065,1,CR00055,Full-Stack Web Development,Web Development,Paid,Advanced,4.74,8.896
U00065,2,CR00051,HTML & CSS,Web Development,Paid,Advanced,1.3,7.52
U00065,3,CR00054,Backend Development with Node.js,Web Development,Free,Beginner,3.32,6.327999999999999
U00065,4,CR00017,SEO Mastery,Marketing,Free,Advanced,4.79,5.916
U00065,5,CR00052,JavaScript Mastery,Web Development,Free,Beginner,2.2,5.88
U00066,1,CR00036,Agile Project Management,Project Management,Free,Beginner,4.68,9.872
U00066,2,CR00037,Scrum Essentials,Project Management,Free,Intermediate,3.45,6.38
U00066,3,CR00035,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,4.94,5.976
U00066,4,CR00038,Risk Management,Project Management,Paid,Intermediate,4.84,5.936
U00066,5,CR00009,Web Design Fundamentals,Design,Free,Beginner,4.51,5.804
